phase	source	target_crate	target	operation	preparation	source_sha256	declared_types
16	entities/src/supplier_settlement/draft_snapshot.rs	erp-supply	crates/erp-supply/src/entity/supplier_settlement/draft_snapshot.rs	move-with-symbol-splits		3dab513a28902c15db1f33dab9e7ade858a6dcf77ae6300f93fce4de377f4337	SupplierSettlementDraftSnapshot
16	entities/src/supplier_settlement/evidence.rs	erp-supply	crates/erp-supply/src/entity/supplier_settlement/evidence.rs	move-with-symbol-splits		605f46578e6501541ce68fc71311308b34e10e7ac3bf90ef0b6faecbbb0b3bcb	SupplierSettlementDifferenceEvidenceData,SupplierSettlementDifferenceEvidence
16	entities/src/supplier_settlement/item.rs	erp-supply	crates/erp-supply/src/entity/supplier_settlement/item.rs	move-with-symbol-splits		79cd843ebf84ab5c965d3a4afcde384ff2570b7e3a56682b1f6ada8b010e690b	SettlementCostDelta,SupplierSettlementItemData,SupplierSettlementItem
16	entities/src/supplier_settlement/mod.rs	erp-supply	crates/erp-supply/src/entity/supplier_settlement/mod.rs	move-with-symbol-splits		5f5858549371dbf56d6f2f530f152733e4c595b5cf7c08402cabced4452515b5	-
16	entities/src/supplier_settlement/review_reason.rs	erp-supply	crates/erp-supply/src/entity/supplier_settlement/review_reason.rs	move-with-symbol-splits		839a0160d62555aa41a0475c8b00f36af8b7c97267a3576996bc16e69bf4dd16	SettlementReviewRejectReason
16	entities/src/supplier_settlement/source_evidence.rs	erp-supply	crates/erp-supply/src/entity/supplier_settlement/source_evidence.rs	move-with-symbol-splits		d168cbf9b72d5c54d0680833e70c2c360a4fa9f560f94baa8a7f0cbdefab11ec	SettlementSourceFactType,SettlementPeriod,SettlementAmountComponents,SettlementCancelEvidence,SupplierSettlementSourceEvidenceLineData,SupplierSettlementSourceEvidenceLine,SupplierSettlementSourceEvidenceData,SupplierSettlementSourceEvidence
16	entities/src/supplier_settlement/statement.rs	erp-supply	crates/erp-supply/src/entity/supplier_settlement/statement.rs	move-with-symbol-splits		2de9dfe1caf5023dc4c5e28d0cac5e8b0e37856bc0921dbd7c5d1c4463677ae8	SettlementReviewResult,SettlementReviewDecision,SettlementStatus,SupplierSettlementStatementData,SupplierSettlementSnapshotUpdate,SupplierSettlementStatementUpdate,SupplierSettlementStatement
01	entities/src/validation.rs	erp-core	crates/erp-core/src/validation.rs	move		b2d1211265143744a64cbbf2131070a63f9a0992e03fac3ae3e193840ae7c8b1	ValidationResult
06	entities/src/warehouse/mod.rs	erp-warehouse	crates/erp-warehouse/src/entity/warehouse/mod.rs	move-with-symbol-splits		792971844113ac48b42697ac57ce0ac27cc713ac79ea0aaf91162a20831d0eb4	-
06	entities/src/warehouse/status.rs	erp-warehouse	crates/erp-warehouse/src/entity/warehouse/status.rs	move-with-symbol-splits		3afbb3c2014e078277b87812341f8d8e4257b3b59ce4a041e6f4ae0e90886004	EnableStatus
06	entities/src/warehouse/warehouse_entity.rs	erp-warehouse	crates/erp-warehouse/src/entity/warehouse/warehouse_entity.rs	move-with-symbol-splits		fc57202bce37944cb5165daebcc79ec5a70e7fda83f20eea73a687e21f79c571	WarehouseFulfillmentOperation,WarehouseData,WarehouseUpdate,Warehouse
06	entities/src/warehouse/warehouse_revision.rs	erp-warehouse	crates/erp-warehouse/src/entity/warehouse/warehouse_revision.rs	move-with-symbol-splits		2a7f91d957469c44980ed9819852c4250939686f236c14101dcf16b6c9bcd303	SensitiveText,WarehouseRevisionData,WarehouseRevision,HmacSha256
06	entities/src/warehouse/warehouse_sku_policy.rs	erp-warehouse	crates/erp-warehouse/src/entity/warehouse/warehouse_sku_policy.rs	move-with-symbol-splits		7b946ee3d81326eb999966d0a0f2aec223a4b3a196bcd70313e0ea9295489ac5	WarehouseSkuPolicyPeriod,WarehouseSkuPolicyData,WarehouseSkuPolicyUpdate,WarehouseSkuPolicy
03	entities/src/work_item/card_funds_command.rs	erp-workflow	crates/erp-workflow/src/entity/work_item/card_funds_command.rs	move-with-symbol-splits		94582ca63eb9dc584071ada1d7f294974ea2ccd6ad0cbb7a5c76479d9b13903d	CardFundsReviewKind,CardFundsCommandSubject,CardFundsCommandLock,CardFundsCommandIdentityError
03	entities/src/work_item/due.rs	erp-workflow	crates/erp-workflow/src/entity/work_item/due.rs	move-with-symbol-splits		7943ec622806ebb5b0aa5521b4caa83e2927790c312feb7bdba568c5c1baed65	WorkItemDueFilter,WorkItemDueWindow
03	entities/src/work_item/entity.rs	erp-workflow	crates/erp-workflow/src/entity/work_item/entity.rs	move-with-symbol-splits		1457816ca74b9ee3534357e2892c0da6ed9795771774628133190513f9bd3dd2	WorkItem
03	entities/src/work_item/entity/approval.rs	erp-workflow	crates/erp-workflow/src/entity/work_item/entity/approval.rs	move-with-symbol-splits		8674977dbfe3a0e711cef5f6efbceb9a5c106be99573e8d6393ab85db7097b62	ApprovalDecisionTaskError,ApprovalRuntimeTaskEnding,DocumentApprovalWorkItemData
03	entities/src/work_item/entity/permissions.rs	erp-workflow	crates/erp-workflow/src/entity/work_item/entity/permissions.rs	move-with-symbol-splits		2dfbf9e6d6f09781874deeb3a34941d89297c854a70423ee1b4cbdf2f6db5e11	AvailableWorkItemAccount
03	entities/src/work_item/entity/status.rs	erp-workflow	crates/erp-workflow/src/entity/work_item/entity/status.rs	move-with-symbol-splits		f1a30377314efd696c9fca02ea6f3a6468798c60d8d9816a3cf560c8e37ae090	WorkItemCloseData
03	entities/src/work_item/entity/types.rs	erp-workflow	crates/erp-workflow/src/entity/work_item/entity/types.rs	move-with-symbol-splits		04e9b2e955395e0b7350b80cfe0f160974df81a90cf357cdb74f800fa5a6c3c0	WorkItemType,WorkItemBriefObjectKind,WorkItemBriefRelation,WorkItemAssignmentSeparationPolicy,WorkItemStatus,AssignmentSource,WorkItemPriority
03	entities/src/work_item/entity/validation.rs	erp-workflow	crates/erp-workflow/src/entity/work_item/entity/validation.rs	move-with-symbol-splits		1071a7ed304ba2943ad3d5cc1c5337893a47edc96708674d158e424e0cfc4194	WorkItemSubjectVersions,WorkItemData,NormalizedWorkItemData,Error
03	entities/src/work_item/finance_responsibility.rs	erp-workflow	crates/erp-workflow/src/entity/work_item/finance_responsibility.rs	move-with-symbol-splits		6866a2bacf2efbf92dba8c76ed2b402eaeb43fa10ee8ef37a91cb3a7a4525176	FinanceResponsibilityOperation,FinanceResponsibilityScope,FinanceResponsibilityRuleData,FinanceResponsibilityRule,FinanceResponsibilityRuleSet,NormalizedRuleData,Error
03	entities/src/work_item/finance_task.rs	erp-workflow	crates/erp-workflow/src/entity/work_item/finance_task.rs	move-with-symbol-splits		79a9efd9bb363709187f42f3ef1181278a63263785128d716ed53e068cb24449	SalesInvoiceTaskReason,CardFundsTaskKind,SupplierPaymentTaskReason,SalesInvoiceTaskSpec,CardFundsTaskSpec,SupplierPaymentTaskSpec
03	entities/src/work_item/fulfillment_responsibility.rs	erp-workflow	crates/erp-workflow/src/entity/work_item/fulfillment_responsibility.rs	move-with-symbol-splits		cf3da46d86514d50a312291106b59f458dacfc32a3da784e6932507f8775f46e	FulfillmentResponsibilityKey
03	entities/src/work_item/mod.rs	erp-workflow	crates/erp-workflow/src/entity/work_item/mod.rs	move-with-symbol-splits		b4a8e609c36357bd2129537e1cc23fad1bf4a05bc0137854862c4fea54bcbc2a	-
03	entities/src/work_item/queue_context.rs	erp-workflow	crates/erp-workflow/src/entity/work_item/queue_context.rs	move-with-symbol-splits		187699bec13991493dec7cf2fb5e81ac5baf06082392d36db0db79396aa400d1	QueueContextField,QueueContextIdentity
02	services/src/access_control/dto.rs	erp-identity	crates/erp-identity/src/dto/access_control.rs	move-with-symbol-splits		307a80ea9d70e84a7ec7332641530509f3d0570af02eba20a89ac32c8260cb56	PageParams,PermissionView,CreatePermissionRequest,UpdatePermissionRequest,PermissionListParams,PermissionListQuery,DataScopeView,CreateDataScopeRequest,DataScopeListParams,DataScopeListQuery,UserRoleView,UserRoleListParams,AssignUserRoleRequest,RevokeUserRoleRequest,AuditEventView,AuditEventListParams,AuditEventListQuery
02	services/src/access_control/mod.rs	erp-identity	crates/erp-identity/src/service/access_control/mod.rs	move-with-symbol-splits		0d97f0c1fbab997f77a7799aa18fa8c620497b7b1ebbb162f917c1cc91679413	PermissionFilter,DataScopeFilter,AuditEventFilter,AccessControlService
02	services/src/account_support.rs	erp-identity	crates/erp-identity/src/service/account_support.rs	move		830e475fece01e9f9e2123e5d11eafbd2b5073bfb3baf108cf6858b2f2c9932f	-
03	services/src/approval/action.rs	erp-workflow	crates/erp-workflow/src/service/approval/action.rs	move-with-symbol-splits		57ffa882efc093869577fc56fe0fb4cfc6e6b3af49fd572800e9b4e51dfe3af6	ApprovalActionContext,DecisionActionParams,BlockedCancelActionParams,ApprovalActionFuture,ApprovalDomainActionPort,FailClosedApprovalActionPort
03	services/src/approval/binding/bind.rs	erp-workflow	crates/erp-workflow/src/service/approval/binding/bind.rs	move-with-symbol-splits		92c0fc014b6f49ade5fac35c60c49e34460fe36a0bc718cd21f493163e7c8323	-
03	services/src/approval/binding/mod.rs	erp-workflow	crates/erp-workflow/src/service/approval/binding/mod.rs	move-with-symbol-splits		b3d35654770ea70b07c326278dc6f5d418cbdda844ad462c2bd6b07a50e5dc3d	-
03	services/src/approval/binding/revalidate.rs	erp-workflow	crates/erp-workflow/src/service/approval/binding/revalidate.rs	move-with-symbol-splits		123adfbca9a90ab7488f7221fa97309afb6e3c1481fa965b3174c32caf588cf0	-
03	services/src/approval/binding/tests.rs	erp-workflow	crates/erp-workflow/src/service/approval/binding/tests.rs	move-with-symbol-splits		db1692a54fa4cf69c9d9de83e4fde3c5e7b869a2a825605a50836f891288cc0a	-
03	services/src/approval/binding/types.rs	erp-workflow	crates/erp-workflow/src/service/approval/binding/types.rs	move-with-symbol-splits		0c5e03a0be1f701cc9cc02379281790d6db313638a57638c13ec1558e6fd987f	BindPublishedDefinitionCommand,UpgradeUnsubmittedDefinitionCommand,UpgradeBindingOutcome,UpgradeBindingView,UpgradeBindingResultView,BindingDecision,RoleScopeFacts,AuthorizedUpgradeContext
03	services/src/approval/binding/upgrade.rs	erp-workflow	crates/erp-workflow/src/service/approval/binding/upgrade.rs	move-with-symbol-splits		3578c92c7e24f151bb1894750a0c6171132b71a8d3fa40a747b422c0a20ddcd1	ApplyFreshUpgradeInput
03	services/src/approval/business_adapter.rs	erp-workflow	crates/erp-workflow/src/service/approval/business_adapter.rs	move-with-symbol-splits		21c2b8702c9db97f58f31a56a1679221d171ea54f924a5ec7d069ccc96412972	AdapterReadScope,ApprovalAdapterSpec,BindingRevalidationContext
03	services/src/approval/definition.rs	erp-workflow	crates/erp-workflow/src/service/approval/definition.rs	move-with-symbol-splits		eb5f2815b6b10c69b94ff57a5488c7a597aede7ee69effad1b48995af456a135	ApprovalDefinitionService
03	services/src/approval/definition/command.rs	erp-workflow	crates/erp-workflow/src/service/approval/definition/command.rs	move-with-symbol-splits		b0e48a89ac019b69b84cb2ed7766370ee9cb370e16bb11db144987c5134c937f	PreparedDefinitionIdentity,LegacyDefinitionIdentity,LegacyDefinitionProof,DefinitionCommandResultRef,DefinitionResultExpectation
03	services/src/approval/definition/create.rs	erp-workflow	crates/erp-workflow/src/service/approval/definition/create.rs	move-with-symbol-splits		bbdc882c1f5458abb4e29f482cebdc29c71b3eb29d797aeb545c532c5f701a64	CreateDraftTxInput,CreateDraftWriteStep
03	services/src/approval/definition/mapping.rs	erp-workflow	crates/erp-workflow/src/service/approval/definition/mapping.rs	move-with-symbol-splits		800ca23a4caa4eebee64039b267d0962141029ba0460aa4109a0d4b5f9017874	-
03	services/src/approval/definition/publish.rs	erp-workflow	crates/erp-workflow/src/service/approval/definition/publish.rs	move-with-symbol-splits		935d7019920687939b9a7ef93083ce68a987764d5ed892851224346e106a8214	PublishTxInput,PublishWriteStep
03	services/src/approval/definition/query.rs	erp-workflow	crates/erp-workflow/src/service/approval/definition/query.rs	move-with-symbol-splits		a38699645e627f4925c19bae28f2ddd7f7c2f581d110c298cc6d5b00579ff501	-
03	services/src/approval/definition/replace.rs	erp-workflow	crates/erp-workflow/src/service/approval/definition/replace.rs	move-with-symbol-splits		05802b3f857265ca65d6deb4c79d38cafbc66f7a9f8b8465a72a24938f939f71	ReplaceNodesTxInput,ReplaceNodesWriteStep,ReplaceAssigneesWriteStep
03	services/src/approval/definition/retire.rs	erp-workflow	crates/erp-workflow/src/service/approval/definition/retire.rs	move-with-symbol-splits		4e49712dbaa0a10a77fc7852cd83496338104dd7b9c37b039e1b425c39ba8d4d	RetireTxInput,RetireWriteStep
03	services/src/approval/definition_assignees.rs	erp-workflow	crates/erp-workflow/src/service/approval/definition_assignees.rs	move-with-symbol-splits		2094ac5e81ce98db0c926d86dd7c5a81d0732a774406a67caee2a3f4dd29ab72	DefinitionAssigneeQuery,DefinitionAssigneePage
03	services/src/approval/definition_dto.rs	erp-workflow	crates/erp-workflow/src/service/approval/definition_dto.rs	move-with-symbol-splits		2464642ca200dd45ddcd7bd63db57a4d56be39ba40ac60275edd0916ed8e882f	DraftSource,CreateDefinitionDraftRequest,DefinitionNodeRequest,ReplaceDefinitionNodesRequest,PublishDefinitionRequest,RetireDefinitionRequest,ApprovalRequirementView,DefinitionConfigurationStatus,DefinitionAllowedAction,DefinitionCatalogItem,DefinitionVersionItem,DefinitionNodeView,DefinitionDetailView
03	services/src/approval/dto.rs	erp-workflow	crates/erp-workflow/src/dto/approval.rs	move-with-symbol-splits		cac433944e1aa69da678945acb4ad58c86e7e4581e231f0a213950dfeecebeae	ApprovalRecoveryAuthorization,ApprovalStartCommand,ApprovalDecisionCommand,ApprovalCancelCommand,ApprovalResumeCommand,ApprovalCancelBlockedCommand
03	services/src/approval/execution/apply_plan.rs	erp-workflow	crates/erp-workflow/src/service/approval/execution/apply_plan.rs	move-with-symbol-splits		72708560fce4675087880af08132171a39ffb4a3ee31e2e7e2e054189a1f91d9	DomainActionKind,PlannedWrites
03	services/src/approval/execution/authorization.rs	erp-workflow	crates/erp-workflow/src/service/approval/execution/authorization.rs	move-with-symbol-splits		c5679f0cfc2880e95ed552712c7861a0e08b819fe0f24b33dd96c21dce4d4650	AuthorizationFailure
03	services/src/approval/execution/cancel.rs	erp-workflow	crates/erp-workflow/src/service/approval/execution/cancel.rs	move-with-symbol-splits		350709d6822c2810f3a7e5e053ee9b50496e1fad0bb2e7b7cc37b4465c694752	DocumentCancelCommand,DocumentCancelReplayProof,CancelExecutionInput
03	services/src/approval/execution/decision.rs	erp-workflow	crates/erp-workflow/src/service/approval/execution/decision.rs	move-with-symbol-splits		bbbc3efd4352ef839c9e27060a31a7e70cc204a4e281a371c34994962bb44ea5	DecisionExecutionInput
03	services/src/approval/execution/idempotency.rs	erp-workflow	crates/erp-workflow/src/service/approval/execution/idempotency.rs	move-with-symbol-splits		b9ee216646be4bbed228c4a0b780873c973ecd9902d21102cf3a146fa32c9293	ReceiptBranch,LegacyReceiptIdentity,PreparedCommandIdentity,StartIdentityParams,CancelIdentityParams,DocumentCancelIdentityParams,CancelBlockedIdentityParams,LegacyV2Field
03	services/src/approval/execution/mod.rs	erp-workflow	crates/erp-workflow/src/service/approval/execution/mod.rs	move-with-symbol-splits		414aa9cb3d3714aaa699cf405fcf99b2665fdb8806fe343b622842123fbd3420	ExecutionCommandInput,PreparedExecution
03	services/src/approval/execution/notification_outbox.rs	erp-workflow	crates/erp-workflow/src/service/approval/execution/notification_outbox.rs	move-with-symbol-splits		8007d0e70973fdb0c7069c6fce43d1022774cd00c90993c252e6e7d49fa24e7f	NotificationIntent
03	services/src/approval/execution/notification_worker.rs	erp-workflow	crates/erp-workflow/src/service/approval/execution/notification_worker.rs	move-with-symbol-splits		7dafe6512430dbce65b7f6dc82c1c7439eb8d3f3c327e2bfda7e218cc04c608d	DeliveryAttempt,NotificationSender,OutboxLeaseStore,WorkerBatchOutcome,FailClosedNotificationSender,ApprovalNotificationOutboxPort,AlwaysOk,MemoryOutbox
03	services/src/approval/execution/resume.rs	erp-workflow	crates/erp-workflow/src/service/approval/execution/resume.rs	move-with-symbol-splits		54812a8080390562d85f7a3a49395e5605d25e7ecaf1180c018b3f6c38f2eb79	ResumeExecutionInput
03	services/src/approval/execution/runtime_history.rs	erp-workflow	crates/erp-workflow/src/service/approval/execution/runtime_history.rs	move-with-symbol-splits		9ffba07a255f385bb5e66f304af6e29a81c3f565d6627247461b2bfbc1c3f6f3	RuntimeHistoryItem,RuntimeHistoryPage
03	services/src/approval/execution/runtime_persistence_contract.rs	erp-workflow	crates/erp-workflow/src/service/approval/execution/runtime_persistence_contract.rs	move-with-symbol-splits		ec27ad861a64d7fca31cde0b71e96426e9b46745f6c5525d57f56994dc8a94a0	RuntimePersistenceContract
03	services/src/approval/execution/runtime_query.rs	erp-workflow	crates/erp-workflow/src/service/approval/execution/runtime_query.rs	move-with-symbol-splits		87fd1157c253b3384367ec1633082116c3ee82fd5fee30645868349259a8cd19	RuntimeInstanceListView,RuntimeInstanceStatusFilter,RuntimeRecoveryAction
03	services/src/approval/execution/runtime_service.rs	erp-workflow	crates/erp-workflow/src/service/approval/execution/runtime_service.rs	move-with-symbol-splits		973404c5c733337e8b27825c2030a7fd7b7b0dbff4b61dc257a22e95b0dc27c2	ApprovalRuntimeService,RuntimeAssigneeCandidate
03	services/src/approval/execution/runtime_service/cancel_blocked.rs	erp-workflow	crates/erp-workflow/src/service/approval/execution/runtime_service/cancel_blocked.rs	move-with-symbol-splits		5b5e3e56da25515ec87044e4b593c94d0f310a955382a032e073e9e15c03f528	CancelBlockedTerminalFacts
03	services/src/approval/execution/runtime_service/decision_apply.rs	erp-workflow	crates/erp-workflow/src/service/approval/execution/runtime_service/decision_apply.rs	move-with-symbol-splits		b73c5e2a8f80b9b333255dd8126fc27fa68a8b260cef7d6c84083ce7a7c11629	RuntimeDecisionCommand,DecisionReceiptLookup,RuntimeDecisionOutcome,PersistDecisionWrites
03	services/src/approval/execution/runtime_service/notifications.rs	erp-workflow	crates/erp-workflow/src/service/approval/execution/runtime_service/notifications.rs	move-with-symbol-splits		9ad42b4ae5b9ec9c1c7aeaa8a84e22035b582b8023d63a06209c2b70b9762b0d	DecisionNotificationFacts,CancelNotificationFacts,ResumeNotificationFacts
03	services/src/approval/execution/runtime_service/query.rs	erp-workflow	crates/erp-workflow/src/service/approval/execution/runtime_service/query.rs	move-with-symbol-splits		70b97396648a16009050f6c7aaedc959a8f871153c2e193b138b1f9c89261598	RuntimeInstanceListQuery,RuntimeInstanceListCursor,RuntimeInstanceListItem,RuntimeInstanceListPage,RuntimeRecoveryOptionsView
03	services/src/approval/execution/runtime_service/read_auth.rs	erp-workflow	crates/erp-workflow/src/service/approval/execution/runtime_service/read_auth.rs	move-with-symbol-splits		1cb1c18045f848a13a8a7f5dd93d49523c805782104ce0592480559226a52438	RuntimeReadSubject,RuntimeReadAuthorizationFacts,RevalidateDecisionApproverInput
03	services/src/approval/execution/runtime_service/resume_apply.rs	erp-workflow	crates/erp-workflow/src/service/approval/execution/runtime_service/resume_apply.rs	move-with-symbol-splits		ddab4a2d1a6d230eb7afbeb92a2e473fad438fca9c3694a55fa277fcf52bdacc	ClosedTaskGuard,ResumePersistInput
03	services/src/approval/execution/runtime_service/tasks.rs	erp-workflow	crates/erp-workflow/src/service/approval/execution/runtime_service/tasks.rs	move-with-symbol-splits		d81e6072bc65a1856b6c97b105e38313c50afae3abfa271991ea00a740e9cbc2	CompleteOrCloseTasksInput,CreateOpenTasksInput
03	services/src/approval/execution/runtime_service/upgrade.rs	erp-workflow	crates/erp-workflow/src/service/approval/execution/runtime_service/upgrade.rs	move-with-symbol-splits		bcfd45f53f9beb339c37ba5f3f81722d67f0b19399d04940c9582e4deeeab432	UpgradeBindingCommand
03	services/src/approval/execution/start.rs	erp-workflow	crates/erp-workflow/src/service/approval/execution/start.rs	move-with-symbol-splits		243bc43e49393897d0134d83328d172963b3750679635a80db9a8ef06a43d025	StartExecutionInput
03	services/src/approval/execution/store.rs	erp-workflow	crates/erp-workflow/src/service/approval/execution/store.rs	move-with-symbol-splits		a89bd9e354f1c75fa9396bd3800b161e6494697dc6bc4d6b58879b59b401d35f	ApplyError,TaskApplyContext,DomainActionExecutor,RecordingDomainActions,MemoryRuntimeStore
03	services/src/approval/execution/view.rs	erp-workflow	crates/erp-workflow/src/service/approval/execution/view.rs	move-with-symbol-splits		cc18a773f066bbdcaf19cbb4ee55508b04dfdb45ed0d0f30766fa264147aa3ca	ApprovalCommandOutcome,OpenTaskSummary,ApprovalCommandView
03	services/src/approval/mod.rs	erp-workflow	crates/erp-workflow/src/service/approval/mod.rs	move-with-symbol-splits		cb4a947d07bf2b447ef33ab18da9b9849d23dd1d08215b428755c78a972f6336	-
03	services/src/approval/policy.rs	erp-workflow	crates/erp-workflow/src/service/approval/policy.rs	move-with-symbol-splits		552a5c1e5763d6ec13cc8255724d80193520c516733a9f8a0ee1d869dc5bdd3c	ApprovalRequirement,ApprovalNodePurpose,ApprovalSubjectVersionSource,ApprovalSubjectSnapshotField,WorkItemOwnerRole,OwnerOrganizationSource,ApproverEligibilityPolicy,SeparationOfDutiesPolicy,NoApprovalPolicy,ProcessRequiredApprovalPolicy,DocumentApprovalPolicy,ExpectedRequiredPolicy
03	services/src/approval/process_kind.rs	erp-workflow	crates/erp-workflow/src/service/approval/process_kind.rs	move-with-symbol-splits		0392235a9ed39904f078e6f0263723cbba31eb2485f280234691c9e198a7ffdf	-
03	services/src/approval/scope.rs	erp-workflow	crates/erp-workflow/src/service/approval/scope.rs	move-with-symbol-splits		bae8128d99015f1a0877685077db4fe7b72a3940277fec7d82f251e330967f4e	ApprovalManagementScope,DefinitionManagementVisibility,ApprovalBindingUpgradeAuthorization,OrganizationCoverage
03	services/src/approval/upgrade_subject.rs	erp-workflow	crates/erp-workflow/src/service/approval/upgrade_subject.rs	move-with-symbol-splits		ae7cd2d217983c3c7781b54860ca4bae47862fb2d1b6e298afc92933a812de7b	ApprovalUpgradeSubjectFacts
03	services/src/approval_action_registry.rs	erp-processes	crates/erp-processes/src/approval_dispatch/action_registry.rs	move-orchestration		d004ba4f7934593ce0809a350565562c4bda76e0c23f74231391cb89ff1182c4	ApprovalActionRegistry
02	services/src/audit/dto.rs	erp-audit	crates/erp-audit/src/dto/audit.rs	move-with-symbol-splits		ac319e758abc6cdea1c30ac66114e7973926eef46b6b1e28687b0d24727e0c4f	AuditLogListParams,NormalizedAuditLogListParams,AuditLogItem
02	services/src/audit/mod.rs	erp-audit	crates/erp-audit/src/service/audit/mod.rs	move-with-symbol-splits		895d2dfee6f1ce25ad52c4c50ba2ab464744560c28b1f1fe9dacb09e50ec7752	AuditActor,CommandReceiptServiceExt,AuditLogService,CommandPayload
02	services/src/auth/dto.rs	erp-identity	crates/erp-identity/src/dto/auth.rs	move-with-symbol-splits		27485d75f9fa424e142ea492328a1662cc41e71e0420a73397c774f0532348ae	AuthRequest,AuthResponse,PasswordLoginPayload
02	services/src/auth/mod.rs	erp-identity	crates/erp-identity/src/service/auth/mod.rs	move-with-symbol-splits		56907476d0e1263a201bb986862576dbe21abaec1abecda7d17773f20b8ecde7	BackofficeAuthResult,BackofficeAuthService
02	services/src/auth/password.rs	erp-identity	crates/erp-identity/src/service/auth/password.rs	move-with-symbol-splits		c297408328b6c0dbab7171c94c204d572963b193ac1c1f99ca64540a62dea8c1	PasswordCheck
04	services/src/bulk_job/dto.rs	erp-support	crates/erp-support/src/dto/bulk_job.rs	move-with-symbol-splits		fd0b05aa6276576c53c50e99b58bdba781ab83e672a6f7d450cf52e651ea85c9	PageParams,BulkSelectionSnapshotView,BulkSelectionSnapshotListParams,BulkSelectionSnapshotListQuery,CreateBulkSelectionItemRequest,CreateBulkSelectionSnapshotRequest,BulkSelectionItemView,ConfirmBulkSelectionSnapshotRequest,ExpireBulkSelectionSnapshotRequest,BackgroundJobView,BackgroundJobListParams,BackgroundJobListQuery,CreateBackgroundJobItemRequest,CreateBackgroundJobRequest,BackgroundJobItemView,CancelBackgroundJobRequest
04	services/src/bulk_job/mod.rs	erp-support	crates/erp-support/src/service/bulk_job/mod.rs	move-with-symbol-splits		b6d6d97deed6ba512a23a5289efcf01d83630e018b1bd82341e90a88158b5e27	BulkSelectionSnapshotFilter,BackgroundJobFilter,BulkJobService
06	services/src/catalog/attribute.rs	erp-catalog	crates/erp-catalog/src/service/catalog/attribute.rs	move-with-symbol-splits		15d07846ec9ac90e24748f2c7312e9a448be87218b45b285469ad292a7178b54	SkuAttributeFilter,SkuAttributeValueFilter
06	services/src/catalog/brand.rs	erp-catalog	crates/erp-catalog/src/service/catalog/brand.rs	move-with-symbol-splits		a861d3866aeb32af1d6b2d002f70b1b9cb8a62631ee88bb9a47997769a195fe3	ProductBrandFilter
06	services/src/catalog/category.rs	erp-catalog	crates/erp-catalog/src/service/catalog/category.rs	move-with-symbol-splits		685f2a9a1cd506a5976c82f24c760808499500e39e753ad35da0c9c6f5be016b	ProductCategoryFilter,CategoryParentChainFact
06	services/src/catalog/dto.rs	erp-catalog	crates/erp-catalog/src/dto/catalog.rs	move-with-symbol-splits		59772b3d5cee82b2668b58195881e7a7ad7f02a022c5f5954926cc1b34c35730	-
06	services/src/catalog/dto/attribute.rs	erp-catalog	crates/erp-catalog/src/dto/catalog/attribute.rs	move-with-symbol-splits		6f5dc215bf7ee940f9075c6116b739787f9bb9138c7a820c6717b73203307fc8	CreateSkuAttributeRequest,UpdateSkuAttributeRequest,SkuAttributeView,SkuAttributeListParams,SkuAttributeListQuery,CreateSkuAttributeValueRequest,UpdateSkuAttributeValueRequest,SkuAttributeValueView,SkuAttributeValueListParams,SkuAttributeValueListQuery
06	services/src/catalog/dto/brand_unit.rs	erp-catalog	crates/erp-catalog/src/dto/catalog/brand_unit.rs	move-with-symbol-splits		5608722086b2664a039538a14a53805bb4ee2d78032df3244060ca6146acbdad	CreateProductBrandRequest,UpdateProductBrandRequest,ProductBrandView,ProductBrandListParams,ProductBrandListQuery,CreateUnitOfMeasureRequest,UpdateUnitOfMeasureRequest,UnitOfMeasureView,UnitOfMeasureListParams,UnitOfMeasureListQuery
06	services/src/catalog/dto/category.rs	erp-catalog	crates/erp-catalog/src/dto/catalog/category.rs	move-with-symbol-splits		b56793d290ad9388957b32a0b056bbf6c505cf12324394e96224d6f6e3b6b6ee	CreateProductCategoryRequest,UpdateProductCategoryRequest,ProductCategoryParentChange,MoveProductCategoryRequest,ProductCategoryView,ProductCategoryListParams,ProductCategoryListQuery
06	services/src/catalog/dto/common.rs	erp-catalog	crates/erp-catalog/src/dto/catalog/common.rs	move-with-symbol-splits		228986ef61e1b00999d9a4eff24d81b812e4aa99e4f04b6ada8600b63134424b	PageParams
06	services/src/catalog/dto/product.rs	erp-catalog	crates/erp-catalog/src/dto/catalog/product.rs	move-with-symbol-splits		c2ee87b6fbc1cc9f59c7362e275a635a3f29823d946d4a3f0068bc20bf5a78b3	ProductMediaInput,SpecEntryInput,ProductSkuInput,CreateProductRequest,UpdateProductRequest,DisableProductRequest,ProductView,UpdateProductListingRequest,UpdateSkuListingRequest,ProductListingView,ProductListParams,ProductListQuery,ProductRevisionMediaView,ProductRevisionView,ProductRevisionListParams,ProductRevisionListQuery,SkuView,SkuListParams,SkuListQuery,SkuRevisionView,SkuRevisionListParams,SkuRevisionListQuery
06	services/src/catalog/dto/voucher.rs	erp-catalog	crates/erp-catalog/src/dto/catalog/voucher.rs	move-with-symbol-splits		65978bc8c55dd36aa33e207be89bfa996b895b78260a2dbb5e5d7599ffcb6fb7	NewVoucherCategoryInput,VoucherSkuInput,CreateVoucherCategoryRequest,UpdateVoucherCategoryRequest,VoucherCategoryProfileView,VoucherCategoryProfileListParams,VoucherCategoryProfileListQuery
